Price,Age,KM,FuelType,HP,MetColor,Automatic,CC,Doors,Weight
16250,20.0,32627.0,Petrol,97.0,1.0,0,1400,5,1110
15950,20.0,68647.23997185081,Petrol,97.0,1.0,0,1400,5,1110
16250,19.0,29441.0,Petrol,97.0,1.0,0,1400,5,1110
15950,13.0,29371.0,Petrol,110.0,1.0,0,1600,4,1105
16500,20.0,29000.0,Petrol,97.0,0.0,0,1400,5,1110
16500,19.0,27821.0,Petrol,97.0,0.0,0,1400,5,1110
18450,19.0,27371.0,Petrol,97.0,0.0,0,1400,5,1135
16250,13.0,25170.0,Petrol,110.0,1.0,0,1600,5,1105
23000,11.0,25000.0,Diesel,116.0,1.0,0,2000,5,1320
19900,20.0,23000.0,Petrol,110.0,1.0,0,1600,5,1130
16450,20.0,22588.0,Petrol,97.0,1.0,0,1400,5,1110
23950,19.0,21684.0,Petrol,192.0,1.0,0,1800,5,1185
19950,13.0,21428.0,Petrol,110.0,1.0,0,1600,5,1130
18500,16.0,20629.0,Petrol,110.0,1.0,0,1600,4,1090
18950,15.0,20270.0,Petrol,110.0,1.0,0,1600,5,1130
16450,16.0,20105.0,Petrol,97.0,0.0,0,1400,5,1110
20500,20.0,20000.0,Petrol,110.0,0.0,1,1600,5,1165
24500,13.0,19988.0,Petrol,110.0,1.0,0,1600,5,1130
19450,19.0,18328.0,Petrol,110.0,0.0,0,1600,5,1130
20950,14.0,17896.0,Petrol,110.0,1.0,1,1600,4,1150
17200,20.0,17300.0,Petrol,97.0,1.0,0,1400,5,1110
19950,19.0,17038.0,Petrol,110.0,0.0,0,1600,5,1130
18450,10.0,13747.0,Petrol,97.0,1.0,0,1400,5,1110
19500,12.0,13634.0,Petrol,110.0,1.0,0,1600,5,1115
21750,13.0,13178.0,Petrol,110.0,1.0,0,1600,5,1130
16868,15.0,13157.0,Petrol,97.0,1.0,0,1400,4,1085
19500,16.0,13000.0,Petrol,110.0,1.0,0,1600,4,1105
18900,11.0,12500.0,Petrol,110.0,1.0,0,1600,5,1115
19750,17.0,11999.0,Petrol,110.0,1.0,0,1600,5,1130
19750,16.0,11754.0,Petrol,110.0,0.0,1,1600,5,1180
18950,16.0,11000.0,Petrol,110.0,1.0,0,1600,4,1105
20750,17.0,10000.0,Petrol,110.0,0.0,0,1598,5,1105
19600,9.0,7650.0,Petrol,110.0,1.0,0,1600,5,1115
19500,14.0,6500.0,Petrol,110.0,1.0,0,1600,4,1100
17650,11.0,6155.0,Petrol,97.0,1.0,0,1400,5,1110
19950,14.0,6000.0,Petrol,110.0,0.0,0,1600,5,1130
19950,14.0,5459.0,Petrol,110.0,1.0,0,1600,5,1130
20950,14.0,5278.0,Petrol,110.0,1.0,1,1600,four,1150
20500,12.0,5000.0,Petrol,110.0,1.0,0,1600,5,1130
17795,9.0,1.0,Petrol,98.0,1.0,0,1400,4,1065
18245,9.0,1.0,Petrol,110.0,1.0,0,1600,5,1075
23750,8.0,11000.0,Petrol,110.0,1.0,0,1600,5,1130
19500,8.0,10077.0,Petrol,97.0,1.0,0,1400,5,1110
18950,8.0,10000.0,Petrol,97.0,1.0,0,1400,5,1110
21950,8.0,9788.0,Petrol,110.0,1.0,0,1600,5,1130
19950,8.0,8574.0,Petrol,110.0,1.0,0,1600,5,1130
18950,8.0,7000.0,Petrol,110.0,0.0,0,1600,5,1115
19950,7.0,6250.0,Petrol,110.0,1.0,0,1600,5,1115
21950,8.0,5000.0,Petrol,110.0,1.0,0,1600,5,1130
22500,6.0,3000.0,Petrol,110.0,0.0,0,1600,5,1130
18500,7.0,2000.0,Petrol,110.0,0.0,0,1600,5,1075
18700,7.0,450.0,Petrol,97.0,1.0,0,1400,5,1110
21125,2.0,225.0,Petrol,97.0,1.0,0,1400,5,1110
21500,55.67215568862275,15.0,Petrol,110.0,1.0,0,1600,5,1130
17795,1.0,1.0,Petrol,98.0,1.0,0,1400,4,1100
18245,1.0,1.0,Petrol,110.0,1.0,0,1600,5,1075
6950,43.0,243000.0,Diesel,69.0,0.0,0,1900,3,1110
9500,38.0,180638.0,Diesel,90.0,0.0,0,2000,4,1160
11950,40.0,179860.0,Diesel,90.0,1.0,0,2000,5,1205
7750,43.0,178858.0,CNG,110.0,0.0,0,1600,3,1084
11950,40.0,161000.0,Diesel,69.0,1.0,0,1900,3,1105
4350,44.0,158320.0,Diesel,69.0,0.0,0,1800,5,1110
4750,44.0,131273.0,Diesel,69.0,1.0,0,1800,5,1110
11750,40.0,130062.0,Diesel,69.0,1.0,0,1900,5,1140
13250,41.0,123425.0,Diesel,69.0,1.0,0,1900,5,1140
11950,37.0,118217.0,Petrol,110.0,1.0,0,1600,5,1075
11900,44.0,110000.0,Diesel,69.0,1.0,0,1900,5,1095
14750,39.0,108847.0,Diesel,90.0,1.0,0,2000,5,1205
9950,42.0,105699.0,Petrol,97.0,1.0,0,1400,3,1025
11950,55.67215568862275,98823.0,CNG,110.0,1.0,0,1600,5,1119
11495,44.0,96829.0,Petrol,110.0,1.0,0,1600,5,1075
11250,40.0,96518.0,Petrol,97.0,1.0,0,1400,3,1025
10500,42.0,92204.0,Petrol,110.0,1.0,0,1600,5,1075
10450,35.0,91456.0,Diesel,69.0,1.0,0,1900,3,1110
12950,43.0,89968.0,Diesel,69.0,1.0,0,1900,5,1140
11500,44.0,89757.0,Petrol,110.0,1.0,0,1600,3,1045
12500,40.0,85389.0,Petrol,110.0,1.0,0,1600,5,1075
10950,43.0,85017.0,Petrol,97.0,0.0,0,1400,5,1060
11450,41.0,84312.0,Petrol,110.0,0.0,0,1600,5,1080
11950,37.0,82743.0,CNG,110.0,1.0,0,1600,5,1121
13250,41.0,81106.0,Diesel,69.0,1.0,0,1900,5,1140
14750,40.0,80425.0,Diesel,90.0,1.0,0,2000,5,1205
11790,34.0,78677.0,Petrol,110.0,1.0,1,1600,5,1105
11450,40.0,78425.0,Petrol,110.0,1.0,0,1600,5,1075
13500,33.0,78108.0,Diesel,90.0,1.0,0,2000,3,1170
10950,33.0,77321.0,Petrol,110.0,1.0,0,1600,5,1075
13500,33.0,75699.0,Diesel,69.0,0.0,0,1900,3,1105
10950,41.0,75697.0,Petrol,97.0,1.0,0,1400,3,1025
10950,44.0,74846.0,Petrol,97.0,1.0,0,1400,3,1025
12950,38.0,74319.0,Petrol,110.0,1.0,0,1600,5,1075
11950,55.67215568862275,74285.0,Petrol,110.0,1.0,0,1600,5,1075
12450,44.0,74172.0,Petrol,110.0,1.0,0,1600,5,1615
11950,40.0,73042.0,Petrol,110.0,1.0,0,1598,5,1075
14950,44.0,71793.0,CNG,110.0,1.0,0,1600,4,1067
12450,35.0,71200.0,Petrol,110.0,1.0,0,1600,5,1075
12950,38.0,67805.0,Petrol,110.0,1.0,0,1600,5,1075
11950,55.67215568862275,65988.0,Petrol,110.0,1.0,0,1600,3,1040
11690,55.67215568862275,65345.0,Petrol,97.0,1.0,0,1400,5,1060
12450,42.0,64564.0,Petrol,110.0,1.0,0,1600,5,1080
12750,36.0,63459.0,Petrol,97.0,1.0,0,1400,5,1060
11925,55.67215568862275,63451.0,Petrol,97.0,0.0,0,1400,3,1025
12950,33.0,62000.0,Petrol,110.0,1.0,0,1600,5,1075
11950,42.0,61300.0,Petrol,97.0,1.0,0,1400,3,1030
12900,41.0,61200.0,Petrol,110.0,1.0,0,1600,3,1045
11900,41.0,61000.0,Petrol,110.0,0.0,0,1600,5,1075
11650,38.0,60829.0,Petrol,110.0,1.0,0,1600,5,1075
10950,44.0,60500.0,Petrol,110.0,0.0,0,1600,5,1075
13950,35.0,59500.0,Diesel,69.0,1.0,0,1900,3,1110
13950,44.0,59000.0,Petrol,110.0,0.0,1,1600,5,1110
11950,40.0,58954.0,Petrol,110.0,1.0,0,1600,5,1080
10950,38.0,58798.0,Petrol,110.0,1.0,0,1600,5,1075
12450,38.0,58363.0,Petrol,110.0,1.0,0,1600,3,1055
11950,43.0,58277.0,Petrol,110.0,1.0,0,1600,3,1045
13500,33.0,57711.0,Diesel,90.0,1.0,0,2000,3,1165
11690,33.0,57269.0,Petrol,110.0,1.0,0,1600,5,1075
13500,39.0,56001.0,Petrol,110.0,1.0,0,1600,5,1075
11950,42.0,55968.0,Petrol,110.0,1.0,0,1600,3,1050
12900,55.67215568862275,55678.0,Petrol,110.0,1.0,0,1600,4,1030
13500,43.0,55539.0,Petrol,110.0,1.0,0,1600,5,1085
11750,42.0,55400.0,Petrol,110.0,0.0,0,1600,5,1075
11750,33.0,55350.0,Petrol,110.0,0.0,0,1600,5,1075
10850,43.0,54600.0,Petrol,110.0,0.0,0,1600,4,1030
11750,43.0,53773.0,Petrol,110.0,1.0,0,1600,5,1075
14950,42.0,53719.0,Petrol,110.0,1.0,1,1600,5,1105
9940,39.0,53644.0,Petrol,110.0,1.0,0,1600,5,1075
12900,42.0,53350.0,Petrol,110.0,0.0,0,1600,5,1075
13500,38.0,53000.0,Petrol,110.0,1.0,0,1600,5,1075
11750,44.0,52084.0,Petrol,97.0,1.0,0,1400,3,1025
11950,44.0,52000.0,Petrol,97.0,0.0,0,1400,3,1025
13450,33.0,51945.0,Petrol,110.0,1.0,0,1600,5,1075
11950,41.0,51732.0,Petrol,97.0,1.0,0,1400,3,1025
12495,39.0,50873.0,Petrol,110.0,1.0,0,1600,5,1075
13500,41.0,50856.0,Petrol,110.0,0.0,0,1600,4,1030
12750,40.0,50640.0,Petrol,110.0,1.0,0,1600,5,1075
12000,39.0,50000.0,Petrol,97.0,1.0,0,1400,5,1060
11950,38.0,49500.0,Petrol,110.0,1.0,0,1600,5,1075
12495,44.0,49332.0,Petrol,110.0,1.0,0,1600,5,1080
12450,34.0,49291.0,Petrol,110.0,1.0,0,1600,3,1040
14750,40.0,48952.0,Diesel,90.0,1.0,0,2000,5,1205
10950,39.0,48945.0,Petrol,110.0,0.0,0,1600,3,1040
13500,33.0,48928.0,Diesel,69.0,1.0,0,1900,3,1105
12950,38.0,48197.0,Petrol,110.0,1.0,0,1600,5,1075
13500,35.0,48052.0,Diesel,69.0,1.0,0,1900,3,1105
13450,55.67215568862275,48011.0,Petrol,110.0,1.0,0,1600,4,1030
13500,43.0,48000.0,Petrol,110.0,1.0,0,1600,5,1075
11480,41.0,47350.0,Petrol,110.0,1.0,0,1600,5,1075
13450,39.0,46821.0,Petrol,97.0,1.0,0,1400,5,1060
11495,39.0,46694.0,Petrol,110.0,0.0,0,1600,3,1040
12750,43.0,46515.0,Petrol,97.0,0.0,0,1400,5,1025
14990,38.0,46327.0,Petrol,110.0,1.0,0,1600,3,1055
12950,35.0,46304.0,Petrol,97.0,1.0,0,1400,5,1060
12950,40.0,45886.0,Petrol,110.0,1.0,0,1600,5,1080
12850,39.0,45713.0,Petrol,97.0,1.0,0,1400,5,1085
13950,40.0,45600.0,Petrol,110.0,1.0,1,1600,5,1105
11950,41.0,45287.0,Petrol,110.0,1.0,0,1600,5,1075
12950,39.0,45081.0,Petrol,110.0,1.0,0,1600,5,1075
11700,40.0,44830.0,Petrol,110.0,1.0,0,1600,5,1075
9950,37.0,44757.0,Petrol,97.0,1.0,0,1400,3,1025
11895,44.0,44218.0,Petrol,97.0,1.0,0,1400,5,1060
12950,43.0,43632.0,Petrol,110.0,1.0,0,1600,5,1075
12500,36.0,43427.0,Petrol,110.0,1.0,0,1600,3,1040
13875,39.0,43254.0,Petrol,110.0,1.0,0,1600,5,1075
10500,35.0,43000.0,Petrol,110.0,0.0,0,1600,3,1050
12295,33.0,42823.0,Petrol,110.0,1.0,0,1600,5,1075
13950,42.0,42560.0,Petrol,110.0,1.0,0,1600,5,1080
10950,38.0,41754.0,Petrol,110.0,0.0,0,1600,3,1040
12950,44.0,41499.0,CNG,110.0,1.0,0,1600,5,1103
12850,40.0,41339.0,Petrol,110.0,1.0,0,1600,5,1080
13995,35.0,41000.0,Petrol,110.0,1.0,0,1600,5,1075
13750,39.0,40000.0,Petrol,110.0,1.0,0,1600,3,1055
12750,37.0,39757.0,Petrol,110.0,1.0,0,1600,5,1075
12500,41.0,39659.0,Petrol,110.0,1.0,0,1600,3,1045
13950,43.0,39650.0,Petrol,110.0,0.0,0,1600,3,1055
11500,39.0,39524.0,Petrol,97.0,1.0,0,1398,3,1025
13950,44.0,39516.0,Petrol,97.0,1.0,0,1400,5,1060
11895,41.0,39439.0,Petrol,97.0,0.0,0,1400,5,1060
9950,44.0,39000.0,Petrol,97.0,1.0,0,1400,3,1025
13500,42.0,38932.0,Petrol,110.0,1.0,0,1600,3,1040
11450,37.0,38812.0,Petrol,97.0,1.0,0,1400,3,1025
12450,42.0,38665.0,Petrol,110.0,1.0,0,1600,5,1075
12950,40.0,38653.0,Petrol,110.0,1.0,0,1600,5,1080
13995,44.0,38461.0,Petrol,110.0,1.0,0,1600,5,1080
11750,42.0,38078.0,Petrol,97.0,0.0,0,1400,3,1025
11650,39.0,37782.0,Petrol,97.0,1.0,0,1400,5,1060
9950,43.0,37576.0,Petrol,97.0,0.0,0,1400,3,1030
13950,41.0,37533.0,Petrol,110.0,1.0,0,1600,5,1075
12950,44.0,37389.0,Petrol,110.0,1.0,0,1600,5,1080
10950,38.0,37320.0,Petrol,97.0,1.0,0,1400,3,1025
9900,42.0,37000.0,Petrol,97.0,1.0,0,1400,3,1025
11950,44.0,37000.0,Petrol,110.0,0.0,0,1600,4,1075
11990,40.0,36566.0,Petrol,110.0,0.0,0,1600,5,1090
10750,36.0,36269.0,Petrol,110.0,1.0,0,1600,5,1075
13950,37.0,36074.0,Petrol,110.0,1.0,1,1600,5,1075
11250,44.0,36066.0,Petrol,110.0,1.0,0,1600,3,1040
12950,39.0,34599.0,Petrol,110.0,1.0,0,1600,five,1075
11950,41.0,34000.0,Petrol,110.0,1.0,0,1600,5,1075
10950,42.0,33623.0,Petrol,97.0,1.0,0,1400,3,1025
12950,33.0,33591.0,Petrol,110.0,1.0,0,1600,5,1075
12950,35.0,33258.0,Petrol,110.0,1.0,0,1600,5,1075
11695,43.0,33113.0,Petrol,110.0,1.0,0,1600,5,1075
11000,41.0,33000.0,Petrol,110.0,1.0,1,1600,5,1075
13950,55.67215568862275,32941.0,Petrol,110.0,1.0,0,1600,5,1080
11950,38.0,32781.0,Petrol,110.0,0.0,0,1600,5,1075
11750,40.0,32532.0,Petrol,110.0,1.0,0,1600,3,1040
12400,34.0,32431.0,Petrol,97.0,1.0,0,1400,5,1060
12500,35.0,32000.0,Petrol,110.0,0.0,0,1600,3,1040
12900,33.0,31000.0,Petrol,110.0,1.0,0,1600,5,1075
12200,41.0,30989.0,Petrol,110.0,0.0,0,1600,3,1045
12750,43.0,30742.0,Petrol,110.0,1.0,0,1600,3,1040
11950,42.0,30190.0,Petrol,110.0,1.0,0,1600,5,1075
11900,41.0,29716.0,Petrol,116.0,1.0,0,1600,5,1075
11950,44.0,29716.0,Petrol,110.0,1.0,1,1600,3,1070
14950,42.0,29640.0,Petrol,110.0,1.0,0,1600,3,1055
11950,41.0,29056.0,Petrol,97.0,1.0,0,1400,5,1060
12950,33.0,28715.0,Petrol,110.0,1.0,0,1600,5,1075
14950,41.0,28571.0,Petrol,110.0,0.0,0,1600,5,1090
13450,40.0,28362.0,Petrol,110.0,1.0,0,1600,3,1040
13750,38.0,28150.0,Petrol,110.0,1.0,0,1600,5,1075
12950,43.0,27301.0,Petrol,110.0,1.0,0,1600,3,1040
12750,33.0,27240.0,Petrol,110.0,1.0,0,1600,5,1075
11895,39.0,27170.0,Petrol,97.0,1.0,0,1400,5,1060
9950,42.0,27141.0,Petrol,97.0,1.0,0,1400,5,1060
12450,38.0,26262.0,Petrol,110.0,1.0,0,1600,5,1075
12500,38.0,26000.0,Petrol,97.0,1.0,0,1400,5,1060
14950,43.0,25228.0,Petrol,110.0,1.0,0,1600,3,1045
13750,39.0,25062.0,Petrol,110.0,1.0,0,1600,5,1080
12695,39.0,24723.0,Petrol,110.0,1.0,1,1600,4,1060
14990,55.67215568862275,24650.0,Petrol,110.0,1.0,0,1600,3,1055
12750,43.0,24553.0,Petrol,110.0,1.0,0,1600,5,1080
14350,41.0,24475.0,Petrol,110.0,1.0,0,1600,5,1030
12950,39.0,24444.0,Petrol,110.0,1.0,0,1600,3,1040
11500,35.0,24011.0,Petrol,97.0,0.0,0,1400,3,1025
11950,41.0,24000.0,Petrol,97.0,1.0,0,1400,3,1025
13450,40.0,23616.0,Petrol,110.0,1.0,0,1600,5,1075
12900,38.0,22865.0,Petrol,110.0,1.0,0,1600,5,1075
10500,41.0,22780.0,Petrol,86.0,1.0,0,1300,5,1035
10950,35.0,21904.0,Petrol,97.0,0.0,0,1400,3,1025
11950,41.0,21651.0,Petrol,97.0,0.0,0,1400,3,1025
11450,37.0,21500.0,Petrol,110.0,1.0,0,1600,5,1030
13250,44.0,21027.0,Petrol,110.0,1.0,0,1600,5,1080
10250,39.0,18500.0,Petrol,110.0,0.0,0,1600,4,1030
13995,35.0,18000.0,Petrol,110.0,1.0,0,1600,5,1075
11950,40.0,17051.0,Petrol,97.0,0.0,0,1400,5,1060
13250,33.0,16512.0,Petrol,97.0,1.0,0,1400,5,1085
12950,40.0,16325.0,Petrol,110.0,1.0,0,1600,5,1080
11750,38.0,16000.0,Petrol,97.0,1.0,0,1400,5,1060
11500,39.0,12000.0,Petrol,110.0,1.0,0,1600,5,1075
13500,43.0,10000.0,Petrol,97.0,1.0,0,1400,5,1060
6500,53.0,216000.0,Diesel,69.0,0.0,0,1900,3,1110
6400,51.0,198167.0,Diesel,69.0,0.0,0,1900,4,1095
7000,53.0,176000.0,Diesel,69.0,0.0,0,1900,3,1105
7750,54.0,174139.0,Diesel,72.0,1.0,0,2000,4,1100
8900,45.0,174000.0,Diesel,69.0,1.0,0,1900,5,1095
8500,55.0,150000.0,CNG,110.0,1.0,0,1600,3,1075
8950,54.0,149329.0,Diesel,72.0,1.0,0,2000,5,1135
9900,51.0,146736.0,Petrol,110.0,1.0,0,1600,5,1080
10250,53.0,143513.0,Diesel,69.0,0.0,0,1900,5,1140
9250,48.0,142130.0,CNG,110.0,0.0,0,1600,5,1119
7750,48.0,140700.0,Diesel,69.0,1.0,0,1900,5,1110
9450,55.67215568862275,138394.0,Diesel,69.0,1.0,0,1900,4,1095
7750,55.0,137000.0,Diesel,72.0,1.0,0,2000,5,1135
8250,52.0,135258.0,Diesel,69.0,1.0,0,1900,5,1140
9950,49.0,131364.0,Petrol,110.0,1.0,0,1600,5,1075
4450,56.0,129155.0,Diesel,69.0,0.0,0,1800,5,1110
9950,50.0,126110.0,Petrol,110.0,0.0,0,1600,3,1055
